person_uuid,institution_uuid,institution_name,degree_type,subject,degree_started_on,degree_completed_on,degree_is_completed
b54565d9-c8e8-178c-4fef-8281136113f2,8c1c34dd-037c-5c09-e9d4-780223bcc0bd,Eastern Michigan University,BS,unknown,1999-01-01,2003-01-01,True
81de14d4-01c0-78da-ac8a-f053c193481e,fd765cbb-5254-9f96-bde9-5205dbbfd8d0,University of Technology of Compiègne,MS,Computer Science,2004-01-01,2008-01-01,True
67f1cb7e-889a-d6db-3377-909f5e6fe7e0,009ac667-d0a9-f378-66ce-e117123517c8,University of Alabama,MS,Finance,1987-06-01,1991-06-01,True
67f1cb7e-889a-d6db-3377-909f5e6fe7e0,3eecd7de-745f-8fc7-92e3-6925293eedf7,Auburn University,BS,Finance,1985-06-01,1989-06-01,True
79373f02-45ca-67e4-5b5d-9d3d7c862d00,30b6ccf0-7481-8230-b06a-0c9a128ee7a1,Lancaster University,unknown,Culture & Communication,1990-01-01,1994-01-01,True
60d223a3-bd17-a0ec-08c0-3ec9c419eb3e,58dd8c05-5958-5728-4b7b-322bf9fc38a6,Chhatrapati Shahu Ji Maharaj University,BS,Mathematics & Statistics,1981-01-01,1985-01-01,True
60d223a3-bd17-a0ec-08c0-3ec9c419eb3e,ad9debea-6cfe-44b7-928b-190347a7e0fb,Savitribai Phule Pune University,MS,Computer Science,1984-01-01,1988-01-01,True
b35f2226-1c6d-7b92-f24b-6ec380d7ee42,b6474ab8-1cea-e73c-54ba-36c08e357917,"University of California, Los Angeles",BS,Economics with Specialization in Computing,1987-01-01,1991-01-01,True
b35f2226-1c6d-7b92-f24b-6ec380d7ee42,7300e89a-2e8e-23d3-3e9a-8f25b2a127f0,Wharton School of the University of Pennsylvania,MBA,Entrepreneurial Management,1992-01-01,1996-01-01,True
b35f2226-1c6d-7b92-f24b-6ec380d7ee42,b6474ab8-1cea-e73c-54ba-36c08e357917,"University of California, Los Angeles",BS,Mathematics / Applied Science,1987-01-01,1991-01-01,True
35dbecd1-40fa-a63e-2e27-9529dbb8275d,3b4faff0-708e-8c1c-83f0-6fea01016519,Indiana University Bloomington,BA,Economics,1998-01-01,2002-01-01,True
ef84a2db-bfd4-2d4b-24ac-59552df4871a,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,Astrophysics,1997-01-01,2001-01-01,True
c6009310-0f43-573f-18eb-dc785dfe70c8,84d690d3-432f-1f30-ab79-16e78adffe52,University of Illinois Urbana-Champaign,BE,Computer Science,2000-01-01,2004-01-01,True
c6009310-0f43-573f-18eb-dc785dfe70c8,84d690d3-432f-1f30-ab79-16e78adffe52,University of Illinois Urbana-Champaign,BA,Linguistics,2000-01-01,2004-01-01,True
9e79456a-2e41-efce-09e5-9a56421b4e08,13a545d8-37f2-e528-bc4e-338b7d2b82e7,University of Wales,unknown,Economics,1995-01-01,1999-01-01,True
30c525c5-2b44-c829-2f14-3ca3e3ac9952,a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin,MBA,unknown,2002-01-01,2006-01-01,True
e7dac30d-ed78-1fe5-1651-168ff13e3fdb,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,unknown,Computer Science,2000-01-01,2004-01-01,True
f2e83b07-ae2f-576c-e2f9-6a5d4441f276,18dcb31c-7bc3-d01d-5229-73f80edb1c0f,California State University,BS,Marketing,1989-01-01,1993-01-01,True
5ffe3d05-8430-0904-9532-897a298535ed,66b69361-7930-6046-522f-8fed254987cb,University of Calicut,unknown,"Computer, Malayalam",1996-01-01,2000-01-01,True
edcce447-bf5b-9af3-8bbf-15d3c22a6876,630773ca-bbdf-bb41-2985-41a23ffdd01a,Harvard Business School,Ph.D,Executive Education,2003-01-01,2007-01-01,True
edcce447-bf5b-9af3-8bbf-15d3c22a6876,99228a79-a265-bd1e-9fd6-f060080e302a,University of Washington,Ph.D,unknown,1997-01-01,2001-01-01,True
1e35767f-b97c-c163-ef0d-cfb594747c76,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University,MS,Electrical Engineering,1983-01-01,1987-01-01,True
1e35767f-b97c-c163-ef0d-cfb594747c76,6178c7bc-2aa3-051f-9aa6-45221f10d700,Franklin and Marshall College,BA,Physics,1982-01-01,1986-01-01,True
9032bbbe-5147-6707-c82f-369bb6138c1a,86f8806c-4196-0669-505c-9fe1eb9f8d6d,Acadia University,BA,Philosophy,1980-01-01,1984-01-01,True
eab80f38-9d44-ebba-b5a3-5b72ed39ca35,f23fd798-2cc4-426e-c670-13e81ba24806,Northwestern University,BA,Political Science,2000-01-01,2004-01-01,True
293e0b1e-3710-d36d-a6a0-859927e5e7fa,d73b80a0-6ebe-e05c-7360-816b35b37ed2,University of Limerick,MA,International Relations,2000-01-01,2004-01-01,True
dde0e314-d433-8ff9-1a62-6d6813823e65,a932ab48-5ee7-7ad6-fb4a-791b12ee74ac,Monash University,BS,Business (Honours),1994-01-01,1998-01-01,True
dde0e314-d433-8ff9-1a62-6d6813823e65,a932ab48-5ee7-7ad6-fb4a-791b12ee74ac,Monash University,MS,Marketing,1998-01-01,2002-01-01,True
972e77e3-21d3-9b00-2d41-e4f26a839541,9976fe4d-9fb2-2f93-f892-373ba335d850,Southern Illinois University,BA,Photography,1977-01-01,1981-01-01,True
f026bbb8-2c0e-7b01-0f5d-d4f06f1fbd4b,bc5e40a4-9650-29f2-dc88-810358a5a064,University of Strathclyde,MBA,Education,2001-01-01,2005-01-01,True
7a81ed8f-7f44-856a-f2f2-c31bd09ed894,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Engineering-Economic Systems (EES),1976-01-01,1980-01-01,True
e5c0a6a6-59c2-109f-3fe2-38af58262113,152dcb90-c5dd-6357-2d48-0f3d0b4d880b,McMaster University,B.Eng,"Mgt., Comp Engg and Management",1982-01-01,1986-01-01,True
fc331093-0ccb-fdf9-75a9-1e181ca1c64e,17d078ef-9571-86f4-7fe6-972cd0d7bf8e,California Polytechnic State University,BS,Computer Science,1979-01-01,1983-01-01,True
5b142b82-9171-6ecc-75f9-b861ab22b4c2,6ea393ce-515d-c936-cf92-dd67c028e7a6,Rhode Island School of Design,unknown,Industrial Design,1991-01-01,1995-01-01,True
5b142b82-9171-6ecc-75f9-b861ab22b4c2,6ea393ce-515d-c936-cf92-dd67c028e7a6,Rhode Island School of Design,BFA,Fine Arts,1990-01-01,1994-01-01,True
50d4ef75-1797-f6f5-d4e9-3602bcd271ce,213d8152-ef6b-d2f3-091a-220e153d9e17,University of North Carolina at Chapel Hill,MBA,Finance,1978-01-01,1982-01-01,True
c50b8af4-a72d-4cd4-81f7-d46a747a8a48,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,MBA,"Leadership, Entrepreneurship",2001-01-01,2005-01-01,True
c50b8af4-a72d-4cd4-81f7-d46a747a8a48,11c65ce1-28df-4d15-8723-d68be279e267,University of Melbourne,BS,"Economics, Finance & Econometrics",1992-01-01,1996-01-01,True
c50b8af4-a72d-4cd4-81f7-d46a747a8a48,11c65ce1-28df-4d15-8723-d68be279e267,University of Melbourne,BS,International Intellectual Property Law,1995-01-01,1999-01-01,True
696878c0-c8a9-a448-cd78-a5a7a142f70e,32497218-677e-e776-a470-9faace34e69f,Maharishi University of Management,unknown,"Engineering, Physics",1998-01-01,2002-01-01,True
b3fed5d2-69de-1e3b-0853-54c61c5d6feb,5bd00c6a-e281-ea0e-238e-d8c6d1001dce,Drexel University,BS,ISIS,1995-01-01,1999-01-01,True
54ac6742-7644-e1aa-4cd9-b9c9ab04b5a4,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,Ph.D,Computer Science/Psychology/AI,1978-01-01,1982-01-01,True
bf2921da-0fd4-d55b-bb33-8d982d692a75,99228a79-a265-bd1e-9fd6-f060080e302a,University of Washington,BS,Business and Administration,2000-01-01,2004-01-01,False
bf2921da-0fd4-d55b-bb33-8d982d692a75,9850bb11-7d5a-85c7-349c-a8977ef7fbac,HEC Paris,MBA,unknown,2005-01-01,2006-01-01,True
08ee85bc-31e7-22c0-ef5f-ba8b00a42a1f,2250cae8-7e4a-b513-0c33-0ad17906def6,University of Rajasthan,BS,Computers,2000-01-01,2004-01-01,True
de39b88c-41d9-d953-de3a-b3a28e4f7990,1ab11d0c-e994-cbad-ff66-8a3620bf6d8b,"Georgetown University, McDonough School of Business",MBA,Marketing,1986-01-01,1988-01-01,True
b9f3d790-1c38-b561-8ae5-36e0335da75c,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,MBA,unknown,1997-01-01,2001-01-01,False
1b38b8a2-210a-258d-8f24-451ccad89bbf,49f64501-50d0-96e0-2406-8da0d45b629a,Georgia Southern University,BBA,Finance,2000-01-01,2004-01-01,True
22fa75d6-8dad-43ad-f1d6-c4f804074d52,3b4faff0-708e-8c1c-83f0-6fea01016519,Indiana University Bloomington,BA,Economics,1983-01-01,1987-01-01,True
5a83e65e-9708-1237-27d7-b28294c28da4,f9512678-6bf3-831f-d450-9327dced53df,Vanderbilt University,BS,Computer Engineer,1998-01-01,2002-01-01,True
30de66d4-d19b-7407-4260-4e29b3feb2a9,856b65d7-1ce3-7893-96f5-9dfc88f6c741,Dartmouth College,BA,unknown,1982-01-01,1986-01-01,True
ed91f06b-3647-d0ef-e8a0-8e7c5539233b,52e0322d-5e37-8ca5-9baf-93e0e02fb5a7,Brown University,BA,Religious Studies,1986-01-01,1990-01-01,True
7794f8af-565e-e204-3274-2b48b580d624,d9fc5a3a-85e6-ba9c-fc88-ce9713a0afa3,University of Colorado,BS,Computer Science,2002-01-01,2006-01-01,True
ffc10041-3e42-f2b7-7a43-397be4f440e2,145b3649-b049-fd29-7af4-1381c9e2e5d5,Santa Clara University,MS,Business Administration,1997-01-01,2001-01-01,True
fb863eec-a07a-dcd5-cec4-4168cd5f4e84,37e3f455-b8b2-9f5f-5e19-dcf4a247fc65,University of Chicago,JD,Law and Economics,1982-01-01,1986-01-01,True
fb863eec-a07a-dcd5-cec4-4168cd5f4e84,e90c86bb-9d7e-44c6-7e5d-e637a7856555,Claremont McKenna College,BA,Economics,1978-01-01,1982-01-01,True
27fabd4b-83a0-5883-8ace-5ff8f5ab6b18,254e48af-b80b-6735-af75-5dcb6d3cb411,University of East Anglia,LL.B,Law,1994-01-01,1998-01-01,True
6e99bd65-9a3b-04e9-acf7-ad2020dff896,e80a8b20-ea85-88e9-92e5-f07d4ce0157b,Golden Gate University,MBA,unknown,1995-01-01,1999-01-01,True
6e99bd65-9a3b-04e9-acf7-ad2020dff896,2f560ef1-bc6c-35b4-7305-71fa6eb3351e,San Jose State University,BA,Advertising & Mass Communication,1982-01-01,1986-01-01,True
a728dcd4-d0e6-9ea1-fe45-2a5176bb597a,145b3649-b049-fd29-7af4-1381c9e2e5d5,Santa Clara University,MS,Engineering Management,1992-01-01,1996-01-01,True
a728dcd4-d0e6-9ea1-fe45-2a5176bb597a,145b3649-b049-fd29-7af4-1381c9e2e5d5,Santa Clara University,BS,Computer Science,1984-01-01,1988-01-01,True
72e7b08f-f532-f0fe-bcdd-6f722154f771,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Political Science,1989-01-01,1993-01-01,True
298c283c-3c6e-08d4-a731-0237107dadd9,d596538a-9b3d-ca42-1794-16bb73055311,Pepperdine University,BBA,unknown,1984-01-01,1988-01-01,True
a7c93d24-c5b8-26d4-4c83-163f21dc3917,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,BS,"Int'l bus., C.S., Finance",1984-01-01,1987-01-01,True
a7c93d24-c5b8-26d4-4c83-163f21dc3917,63165c75-96e3-b8d4-361b-add2d7569952,INSEAD,MBA,International Management,1992-01-01,1992-01-01,True
97515227-ff0c-e9a0-7f50-fd0391a103b0,b6474ab8-1cea-e73c-54ba-36c08e357917,"University of California, Los Angeles",MBA,unknown,1989-01-01,1993-01-01,True
d30c4143-447c-287e-c600-c0a63886e7de,5d711469-1dbb-3bbd-8a2d-3b6d16b14c1e,New York University,MBA,unknown,1997-01-01,2001-01-01,True
281d5b6e-35c4-de1f-9839-3aacb5978a10,d914e869-2cd2-09b1-3d8e-b671b91171ee,Penn State University,BS,unknown,1980-01-01,1984-01-01,True
d5c3b74e-e852-9bfc-e07b-cf7cfcbcfc48,d0752a48-7e88-8717-adcf-334bb3b1f539,University of Mumbai,unknown,BE in Computer Science and Masters in Marketing Management(MMM),1986-01-01,1990-01-01,True
105f5899-a9a3-fcfa-fc1f-60379b597159,f6b31e2b-d566-a0c3-ae76-0ae9e1af49f8,New Mexico State University,BE,Electrical Engineering,1987-01-01,1991-01-01,True
105f5899-a9a3-fcfa-fc1f-60379b597159,d145a09f-eb40-74d6-a1fb-457976f3c0e2,Chicago-Kent College of Law,JD,Intellectual Property Law,1991-01-01,1995-01-01,True
381d8efb-c5b8-cf25-f325-d1e43a5f27a1,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Computer Science,1998-01-01,2002-01-01,True
dc0d43cd-df87-bbe1-593d-80f8a9fb083c,ec74a4ae-156b-5cba-82be-7922964ca376,University of Oxford,BS,Mathemetics,1993-01-01,1997-01-01,True
ae6a8e34-de52-9837-9f45-ebd3b47d31a6,630773ca-bbdf-bb41-2985-41a23ffdd01a,Harvard Business School,MBA,General Management,1988-01-01,1992-01-01,True
ae6a8e34-de52-9837-9f45-ebd3b47d31a6,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,unknown,Social Studies,1982-01-01,1986-01-01,True
451eb7bc-0ab1-d7e9-ae54-bd3864cdb287,17505358-03d6-5504-6a4e-c0f55a58a5ae,Art Center College of Design,BFA,Advertising,1983-01-01,1987-01-01,True
64ab71e0-a545-ae69-0e03-21308ced825f,867f0af5-a1d0-143d-bbed-5cc252ca40d6,University of Southern California,BS,Aerospace Engineering,1983-01-01,1987-01-01,True
9e8e91d8-8780-28d9-4cf0-40514692bdc8,68502b07-da87-2cfe-95ee-3301d7b3bf2d,RMIT University,unknown,"Information Management, Information Technology",2004-01-01,2008-01-01,True
9e8e91d8-8780-28d9-4cf0-40514692bdc8,68502b07-da87-2cfe-95ee-3301d7b3bf2d,RMIT University,BBA,Information Management,1999-01-01,2003-01-01,True
0c9fa130-1b1a-fe39-6434-a81fa332d1f9,89535898-987f-0f63-9588-482efa3ef544,North Central College,BS,Computer Science,2004-01-01,2008-01-01,True
c8cec29b-f595-c85b-8bea-81fe54e0e279,a29500ad-9801-16dc-cd38-f02d951177d4,Fudan University - School of Management,BS,Computer Science,1980-01-01,1984-01-01,True
c8cec29b-f595-c85b-8bea-81fe54e0e279,a29500ad-9801-16dc-cd38-f02d951177d4,Fudan University - School of Management,MS,Computer Science,1983-01-01,1987-01-01,True
c1c05cc8-31a7-5dbc-dfb5-a24a98f4587a,c187a245-ef06-b9e4-fdec-ebd4444ef89f,Capilano University,BS,Business Administration,2004-01-01,2008-01-01,True
99b0ec22-248c-df20-c9bb-d898faf8dd68,dcb99002-9225-c513-27c6-9002b6103bc0,Yale University,BA,"Music Theory, Computer Science, and Finance",1995-01-01,2001-01-01,True
d88a26ef-5e6b-f0cb-b04a-37d9cfe18b84,ed3b60a6-3045-7e5f-b265-45b88b1b6224,Carleton University,BS,Electrical Engineer,1999-01-01,2003-01-01,True
4c65b7f5-10e8-848a-daab-ed8db4241baa,d77fc89d-8647-f632-e514-3d679ce2bd64,Biola University,BS,Business/Marketing,1998-01-01,2002-01-01,True
86dba0fb-2705-317d-b78a-c0345f8319a9,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MS,Computer Science,2000-01-01,2002-01-01,True
86dba0fb-2705-317d-b78a-c0345f8319a9,bda6a1fb-62b4-a091-42c4-b127539e50cd,University of Cambridge,MA,Computer Science,1996-01-01,2000-01-01,True
55653c7d-fcaf-e76b-29b6-2a070bed14bb,197a945e-3b18-3bcd-a18e-5303764af818,American International University-Bangladesh,unknown,Computer Engineering,1999-01-01,2003-01-01,True
c733e8cd-5618-f329-6b2f-d8c5721a9bf4,8e5b475b-2157-9a28-9fcc-096f1c2f0867,Portland State University,BS,"Management, Finance",2002-01-01,2006-01-01,True
53f84a7c-7445-71ed-d11e-162777123cf4,93b42779-a020-0f18-6cd9-378b6ccf0d51,Kyiv Polytechnic Institute,BS,Computer Science and Automation of Large Energy Manegement Systems,1988-01-01,1992-01-01,True
53f84a7c-7445-71ed-d11e-162777123cf4,33f6ccda-fa30-8677-937a-522ecfb721eb,Thomas Edison State College,BS,Computer Science,1990-01-01,1994-01-01,True
270bc15e-3ac8-9d68-37d8-3ba75bfbc38e,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,MS,MBA,1989-01-01,1993-01-01,True
95ed5497-f055-d4fa-2f74-e88c206c0474,8d297d1e-3e3d-fadd-2963-57e0a40bff2a,Columbia University,BSC,Mechanical Engineering,1969-01-01,1973-01-01,True
95ed5497-f055-d4fa-2f74-e88c206c0474,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,Finance,1977-01-01,1979-01-01,True
483b38a9-9c36-7a9f-4e97-7ea39d0be4ad,28b0336f-4f5a-8227-ebde-c3e1f726841a,Iowa State University,MS,Computer Engineering,1986-01-01,1988-01-01,True
651c887a-ded3-3063-2bea-cbd9d6191d0a,9cb593c9-f5ad-c361-d2d9-8138b313e592,University of Oregon,BS,Business,1995-01-01,1999-01-01,True
e013b5ca-719f-b3c1-b85e-aea213d4cf91,228ab721-00d5-0faf-2002-fe1d618e2ab3,Shri Ramdeobaba College of Engineering and Management,BE,Electrical Engineering,1999-01-01,2003-01-01,True
56acb886-7ceb-9c6f-38d4-e891affbde89,9850bb11-7d5a-85c7-349c-a8977ef7fbac,HEC Paris,Master,"Strategy, Marketing, Finance",1991-01-01,1995-01-01,True
5af885b6-3bf0-a802-1a78-16fe9e2b8f92,1ae6e7e0-0530-429a-a882-bf3f88779c9a,University of Kent,BS,Accounting with Computing,1973-01-01,1977-01-01,True
266d1b11-071d-dece-4938-ebd37a38126a,37e3f455-b8b2-9f5f-5e19-dcf4a247fc65,University of Chicago,BA,Economics,1999-01-01,2003-01-01,True
266d1b11-071d-dece-4938-ebd37a38126a,054fc978-4459-159c-c679-059bfcf1a9be,Finance Department - Kellogg School of Management,MBA,"Entrepreneurship, Strategic Managment, Finance",2004-01-01,2008-01-01,True
8e18ae71-5010-50f7-3f98-10d8f451b922,90d0b3bf-da99-89c4-1f88-65c135fa502e,University of Geneva,unknown,Sustainable development,2000-01-01,2004-01-01,True
8e18ae71-5010-50f7-3f98-10d8f451b922,65902f30-5b93-9857-8441-5e332e0c273f,ESC Lille,MS,e-business,1998-01-01,2002-01-01,True
90ecc016-f1a4-f454-4ef7-9489c3d8b1f3,bfb3bfda-03e1-7b65-8f46-7fca786f26ed,San Francisco State University,BS,Finance,1995-01-01,1999-01-01,True
58e3979c-4c03-25c0-2142-069b28f82bbd,1a380593-fb9d-7f7b-ae67-784ce3ff3690,Rochester Institute of Technology,BA,International Relations,1978-01-01,1982-01-01,True
58e3979c-4c03-25c0-2142-069b28f82bbd,387494b0-4c08-dbf2-7535-449fb4aceff6,Worcester State University,MS,Applied Math & Computer Science,1982-01-01,1986-01-01,True
4aaf25d8-7794-6029-6a6c-fbf4055a4d1a,72b46519-8a02-28e2-b6c4-e2c92c1ebb69,University of Victoria,BA,"Computer Science, Economics",1996-01-01,2000-01-01,True
a6b96ef7-d49a-8a46-2d8a-e721572edfd4,755d2ed2-d584-d7e2-08db-6484deebecae,Vidyalankar Institute of Technology,BS,Computer Engineering,2001-01-01,2005-01-01,True
51beffbe-2e69-d179-65b1-71bb53323769,6ae9957a-8fb4-0ab1-73fa-dd547c4d3da4,Washington University in St. Louis,MS,Computer Science,1991-01-01,1995-01-01,True
0648fc60-5bdb-7454-5bdf-ee47603acfaf,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,MCB Neurobiology,2003-01-01,2007-01-01,True
3acab773-f279-3db0-b8dc-dfbd47529a8a,228ab721-00d5-0faf-2002-fe1d618e2ab3,Shri Ramdeobaba College of Engineering and Management,unknown,Civil Engineering,1999-01-01,2003-01-01,True
3d03554d-e259-d2fb-0b0e-7b82ca09f8a1,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,unknown,Philosophy,1987-01-01,1991-01-01,True
3d03554d-e259-d2fb-0b0e-7b82ca09f8a1,c6caddd3-9342-a332-040e-fb94fe607fbb,"University of California, Santa Barbara",unknown,Philosophy,1992-01-01,1996-01-01,True
3d03554d-e259-d2fb-0b0e-7b82ca09f8a1,9cb593c9-f5ad-c361-d2d9-8138b313e592,University of Oregon,Ph.D,unknown,1989-01-01,1993-01-01,True
c639105c-1c71-5b28-a7ae-03c36c8797e2,0f8e0d8d-c87f-be9b-d657-623c301a976e,University of Kentucky,BS,unknown,2000-01-01,2004-01-01,True
2e48d42c-37ed-04f5-944a-77a54e2f0063,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,MBA,unknown,1999-01-01,2003-01-01,True
6431ce86-ad9c-ccd2-6a02-f0765aec0c58,4c942c9c-88f1-65fc-0caf-ea1566d06ef7,University of Maryland,BS,Computer Science,1996-01-01,2000-01-01,True
b68df6e8-1586-86a6-210e-432aecb7612d,eb44a91d-6853-7b91-49f6-6af5c4e24f18,Colorado State University,Ph.D,Electrical Engineering,2002-06-01,2005-10-01,True
6323e137-3ff9-03a5-c108-250d6885507e,8a918bc1-66c9-b6a5-9989-fdab5af37d7d,Loyola University Maryland,MBA,finance and marketing,1989-01-01,1993-01-01,True
a92a8b37-b5f3-98d0-2245-85ef5ac89bca,da310f01-c259-108a-9b66-6b4ab4654865,"Sardar Vallabhbhai National Institute of Technology, Surat",BA,Mechanical Engineering,2001-01-01,2005-01-01,True
98e06f45-7222-575a-81f4-bf050b42197e,cc981288-4c8f-6601-9057-853ff4c8e6d7,Lille University of Science and Technology,MS,DESS Informatique et ra©seaux,1995-01-01,1999-01-01,True
c7a22d32-1d95-8a22-1cde-58421f1edaab,9976fe4d-9fb2-2f93-f892-373ba335d850,Southern Illinois University,MS,Interactive Multimedia,1995-01-01,1999-01-01,True
c41ab11b-9726-4563-4112-57acd4317256,7c93ee09-edee-68a9-41e7-3d924dfda730,University of California Irvine,MS,Creative Writing,2001-01-01,2005-01-01,True
c41ab11b-9726-4563-4112-57acd4317256,9976fe4d-9fb2-2f93-f892-373ba335d850,Southern Illinois University,MA,Interactive Multimedia,1995-01-01,1999-01-01,True
e64b539a-331f-3a3a-8937-96965e144df7,dcb99002-9225-c513-27c6-9002b6103bc0,Yale University,B.A,"Political Science, International Relations",1997-01-01,2001-01-01,True
e64b539a-331f-3a3a-8937-96965e144df7,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,General,2004-01-01,2005-01-01,True
33ef1693-0edf-6dc1-a351-2175f3481294,f870359a-2f66-6a67-6264-01b23000079d,John Molson School of Business,BS,Commerce Finance,1995-01-01,1999-01-01,True
cbf95176-8272-d9f1-3a8d-ac232ce0442d,68502b07-da87-2cfe-95ee-3301d7b3bf2d,RMIT University,unknown,unknown,2000-01-01,2004-01-01,True
2734bc37-7b69-c3d7-b1e7-ad8ecea0083e,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University,BS,Politics,1992-01-01,1996-01-01,True
7f3b4fc9-13bc-7680-2cdc-c40e0186f17c,e596515e-38e2-c9c0-7584-a46a8b1ff871,Cornell University,Graduate,unknown,1992-01-01,1996-01-01,True
da835a53-8f8b-6005-0388-117df55188b8,69b959af-0a63-3a4c-b83f-3167c0f88d05,Manhattanville College,MS,Human Resources,1994-01-01,1998-01-01,True
aef180fc-ba7e-debf-0f26-041362e36010,3c8b6322-0b7b-6b8b-cb86-5467c1608a77,University of Arizona,BS,Management Information Systems,1997-01-01,2001-01-01,True
d707f838-be8a-072d-10a0-54ceb6d23c35,060ac84c-f053-4859-43a0-a16f28136af9,The University of Texas at El Paso,BA,Major in Journalism,1973-01-01,1977-01-01,True
0c194303-b1a4-bb6b-d779-e637dd8820b2,c0988ca5-fe6c-8e2c-a73b-a78f06444834,University of British Columbia,Ph.D,Electrical and Computer Engineering,1978-01-01,1982-01-01,True
bfc71d3e-f198-58f5-774f-07b7988bca9c,18dcb31c-7bc3-d01d-5229-73f80edb1c0f,California State University,BS,Commnications,1977-01-01,1981-01-01,True
b68df6e8-1586-86a6-210e-432aecb7612d,eb44a91d-6853-7b91-49f6-6af5c4e24f18,Colorado State University,MS,Electrical Engineering,1997-08-01,1999-01-01,True
b68df6e8-1586-86a6-210e-432aecb7612d,05fd1210-1faa-4e42-9f10-4ab71906c353,Jawaharlal Nehru Technological University,B.Tech,Electronics and Communications,1992-01-01,1996-01-01,True
acd2046a-0af4-1ec2-19f3-95a0903b80e8,e596515e-38e2-c9c0-7584-a46a8b1ff871,Cornell University,MBA,unknown,1998-01-01,2002-01-01,True
acd2046a-0af4-1ec2-19f3-95a0903b80e8,f2bb356f-af6e-36e1-9a85-b83da1717a6d,Robert Gordon University,BS,Mechanical Engineering,1990-01-01,1994-01-01,True
05fa9086-b654-d528-75aa-ab3160001e5d,eba7687d-481a-4164-6ab3-ca39d430478e,University of Cape Town,LL.B,Law,1988-01-01,1992-01-01,True
352d1885-2c17-090a-a759-db3e555902c1,e72aab01-fbef-7d21-ac1d-84ee1413fddd,University of Pennsylvania,BS,International Relations and German,1998-01-01,2002-01-01,True
c83aa25a-5d83-10c6-23d4-e70dd4ccfd8e,84d690d3-432f-1f30-ab79-16e78adffe52,University of Illinois Urbana-Champaign,unknown,unknown,1975-01-01,1979-01-01,True
46319400-1ddc-2710-5580-e039593e58af,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,unknown,1983-01-01,1987-01-01,True
3f47be49-2e32-8118-01a0-31685a4d0fd7,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BA,Philosophy,1985-01-01,1989-01-01,True
3f47be49-2e32-8118-01a0-31685a4d0fd7,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,JD,Law,1992-01-01,1996-01-01,False
35cfd15e-1df7-50c7-6adf-314a5041762f,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,BS,School of Business,1999-01-01,2003-01-01,True
aed67e89-536b-affd-3a24-48c9238c1ab4,4463c2d7-3901-347d-7fe8-4ddd2d55f5be,Purdue University College of Engineering,BS,Computer Science,1992-01-01,1996-01-01,True
aa0f5424-20ff-23a4-7f53-387501345bfe,8168d6cf-4795-2847-43a7-e347c26186a1,University of Central Florida,BE,Computer Engineering,1987-01-01,1991-01-01,True
ca5c2253-e9a7-2643-e582-27f007d31fc0,e4f63aa2-e0e5-84ee-b066-b5ade282a24d,University of Vienna,MS,International Business,2001-01-01,2005-01-01,True
53b105ee-a6b7-f9cd-a33b-1c573d36aee8,9090becf-00f8-c57a-37a9-4c9edf5c3c6c,Point Park University,BA,Journalism and Mass Communications,2003-01-01,2007-01-01,True
935f73ae-428f-94f0-b1fe-f74fdec8992d,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,Ph.D,Genetics,2004-01-01,2008-01-01,True
d3c5bb93-eb10-b60c-3d31-0ebb95a50c24,d3dce445-5961-2aec-ea77-a7e9f22c3c9b,Moscow Institute of Physics and Technology,MS,Physics and Engineering,1984-01-01,1990-01-01,True
73720258-54ad-9b65-930a-3b40a18dcd00,e596515e-38e2-c9c0-7584-a46a8b1ff871,Cornell University,MS,Materials Science,2003-01-01,2007-01-01,True
73720258-54ad-9b65-930a-3b40a18dcd00,e596515e-38e2-c9c0-7584-a46a8b1ff871,Cornell University,BS,Materials Science,1995-01-01,1999-01-01,True
